487.5,113.5,937.7,1133.1,116.3,994.0,516.6,689.0,812.6,600.6,908.2,1195.6,116.7,553.0,795.3,636.1,867.4,946.9
487.5,113.5,937.7,1133.1,116.3,994.0,516.6,689.0,812.6,600.6,908.2,1195.6,116.7,553.0,795.3,636.1,867.4,946.9
487.5,113.5,937.7,1133.1,116.3,994.0,516.6,689.0,812.6,600.6,908.2,1195.6,116.7,553.0,795.3,636.1,867.4,946.9
487.5,113.5,937.7,1133.1,116.3,994.0,516.6,689.0,812.6,600.6,908.2,1195.6,116.7,553.0,795.3,636.1,867.4,946.9
460.1,96.1,895.8,1090.4,99.9,954.5,89.2,655.7,774.4,573.4,872.5,155.1,109.8,521.0,755.3,599.6,831.0,108.6
460.1,96.1,895.8,1090.4,99.9,954.5,89.2,655.7,774.4,573.4,872.5,155.1,109.8,521.0,755.3,599.6,831.0,108.6
460.1,96.1,895.8,1090.4,99.9,954.5,89.2,655.7,774.4,573.4,872.5,155.1,109.8,521.0,755.3,599.6,831.0,108.6
460.1,96.1,895.8,1090.4,99.9,954.5,89.2,655.7,774.4,573.4,872.5,155.1,109.8,521.0,755.3,599.6,831.0,108.6
492.3,82.7,970.2,1191.0,87.3,1030.8,76.3,701.2,834.0,623.6,951.8,144.3,104.4,555.1,813.5,638.3,900.8,95.3
492.3,82.7,970.2,1191.0,87.3,1030.8,76.3,701.2,834.0,623.6,951.8,144.3,104.4,555.1,813.5,638.3,900.8,95.3
492.3,82.7,970.2,1191.0,87.3,1030.8,76.3,701.2,834.0,623.6,951.8,144.3,104.4,555.1,813.5,638.3,900.8,95.3
492.3,82.7,970.2,1191.0,87.3,1030.8,76.3,701.2,834.0,623.6,951.8,144.3,104.4,555.1,813.5,638.3,900.8,95.3
488.2,77.3,966.0,1188.8,82.2,1027.4,71.1,696.8,829.5,621.0,949.5,139.9,102.2,550.1,808.4,632.5,897.6,90.0
488.2,77.3,966.0,1188.8,82.2,1027.4,71.1,696.8,829.5,621.0,949.5,139.9,102.2,550.1,808.4,632.5,897.6,90.0
488.2,77.3,966.0,1188.8,82.2,1027.4,71.1,696.8,829.5,621.0,949.5,139.9,102.2,550.1,808.4,632.5,897.6,90.0
488.2,77.3,966.0,1188.8,82.2,1027.4,71.1,696.8,829.5,621.0,949.5,139.9,102.2,550.1,808.4,632.5,897.6,90.0
500.4,74.6,992.2,1223.0,79.7,1054.0,68.5,713.5,850.8,638.6,976.7,137.7,101.2,563.1,829.5,647.3,921.9,87.3
500.4,74.6,992.2,1223.0,79.7,1054.0,68.5,713.5,850.8,638.6,976.7,137.7,101.2,563.1,829.5,647.3,921.9,87.3
500.4,74.6,992.2,1223.0,79.7,1054.0,68.5,713.5,850.8,638.6,976.7,137.7,101.2,563.1,829.5,647.3,921.9,87.3
500.4,74.6,992.2,1223.0,79.7,1054.0,68.5,713.5,850.8,638.6,976.7,137.7,101.2,563.1,829.5,647.3,921.9,87.3
584.3,73.3,1161.0,1434.8,78.5,1223.0,67.2,825.6,991.3,751.2,1146.0,136.6,100.6,655.3,969.8,752.0,1076.9,86.0
584.3,73.3,1161.0,1434.8,78.5,1223.0,67.2,825.6,991.3,751.2,1146.0,136.6,100.6,655.3,969.8,752.0,1076.9,86.0
584.3,73.3,1161.0,1434.8,78.5,1223.0,67.2,825.6,991.3,751.2,1146.0,136.6,100.6,655.3,969.8,752.0,1076.9,86.0
584.3,73.3,1161.0,1434.8,78.5,1223.0,67.2,825.6,991.3,751.2,1146.0,136.6,100.6,655.3,969.8,752.0,1076.9,86.0
593.5,85.3,1170.5,1439.9,89.8,1230.7,616.8,835.6,1001.4,757.0,1151.1,1491.3,105.5,666.7,981.2,765.0,1084.1,1173.8
593.5,85.3,1170.5,1439.9,89.8,1230.7,616.8,835.6,1001.4,757.0,1151.1,1491.3,105.5,666.7,981.2,765.0,1084.1,1173.8
639.5,85.3,1170.5,1439.9,89.8,1230.7,616.8,835.6,1001.4,757.0,1151.1,1491.3,105.5,666.7,981.2,767.0,1084.1,1173.8
639.5,379.3,1170.5,1439.9,89.8,1230.7,616.8,835.6,1045.4,757.0,1151.1,1491.3,105.5,666.7,1001.2,767.0,1084.1,1173.8
636.1,1341.8,1241.8,2152.5,2466.8,1299.4,663.2,888.9,1108.3,803.7,1215.7,1577.3,2472.3,715.5,1066.0,820.6,1147.3,1249.0
636.1,1047.8,1241.8,2152.5,2466.8,1299.4,663.2,888.9,1064.3,803.7,1215.7,1689.3,2940.3,715.5,1046.0,820.6,1147.3,1249.0
636.1,1047.8,1241.8,1518.5,2466.8,1299.4,663.2,888.9,1064.3,803.7,1215.7,1577.3,2472.3,715.5,1046.0,820.6,1147.3,1249.0
636.1,1047.8,1241.8,1518.5,2466.8,1299.4,663.2,888.9,1064.3,803.7,1215.7,1577.3,2472.3,715.5,1046.0,820.6,1147.3,1249.0
638.1,1050.5,1243.9,1519.6,2469.3,1669.1,665.8,891.1,1066.5,805.0,1216.8,1579.5,2473.4,718.0,1048.6,823.5,1152.9,1469.7
638.1,1050.5,1243.9,1519.6,2469.3,1301.1,665.8,891.1,1066.5,805.0,1216.8,1579.5,2473.4,718.0,1048.6,823.5,1152.9,1469.7
638.1,1050.5,1339.9,1519.6,2469.3,1301.1,665.8,891.1,1066.5,805.0,1216.8,1579.5,2473.4,810.0,1048.6,823.5,1148.9,1251.7
638.1,1050.5,1339.9,1519.6,2469.3,1301.1,665.8,891.1,1066.5,805.0,1216.8,1579.5,2473.4,718.0,1048.6,823.5,1148.9,1251.7
397.8,803.2,992.3,1261.3,2753.6,1049.1,686.0,647.1,818.8,628.1,1104.2,1322.2,2196.2,477.0,801.1,581.1,898.6,1000.6
397.8,803.2,992.3,1261.3,2753.6,1049.1,426.0,647.1,818.8,628.1,1104.2,1322.2,2196.2,477.0,801.1,581.1,898.6,1000.6
397.8,803.2,992.3,1261.3,2193.6,1049.1,426.0,647.1,818.8,560.1,964.2,1322.2,2196.2,477.0,801.1,581.1,898.6,1000.6
397.8,803.2,992.3,1261.3,2193.6,1049.1,426.0,647.1,818.8,560.1,964.2,1322.2,2196.2,477.0,801.1,581.1,898.6,1000.6
0.0,206.7,2664.8,612.3,1445.8,1130.1,0.0,69.2,221.2,0.0,346.1,673.0,1446.2,595.1,204.4,9.8,290.4,383.5
0.0,206.3,2659.2,611.1,1442.8,428.4,0.0,69.1,220.7,0.0,345.3,671.6,1443.2,639.3,204.0,9.8,289.8,382.7
0.0,208.3,2684.6,616.9,1456.5,2998.7,0.0,69.7,222.8,0.0,348.6,678.0,1457.0,599.5,206.0,9.9,1778.5,386.4
0.0,208.3,2684.6,616.9,1456.5,2998.7,0.0,69.7,222.8,0.0,348.6,678.0,1457.0,599.5,206.0,9.9,1778.5,386.4
498.6,837.7,3351.3,1207.0,1972.9,3672.2,528.2,1651.4,852.2,625.1,960.9,1270.5,1971.9,1269.8,835.2,658.6,2433.5,1001.0
498.6,837.7,3351.3,1207.0,1972.9,3672.2,528.2,1651.4,852.2,625.1,2238.9,1270.5,1971.9,1269.8,835.2,658.6,2433.5,1001.0
498.6,837.7,3351.3,1207.0,1972.9,3672.2,705.0,1651.4,852.2,625.1,2238.9,1270.5,1971.9,1269.8,835.2,658.6,2433.5,1001.0
498.6,837.7,991.3,1207.0,1972.9,3672.2,528.2,1651.4,852.2,625.1,2238.9,1270.5,1971.9,568.8,835.2,658.6,2433.5,1345.3
1339.5,841.1,993.3,1206.5,1975.9,3673.3,531.4,1653.7,854.5,1380.0,2238.5,3410.7,1971.3,571.9,838.3,662.6,2434.2,1004.4
1339.5,841.1,993.3,1206.5,1975.9,3673.3,531.4,1653.7,854.5,1380.0,2238.5,3410.7,1971.3,571.9,883.1,662.6,2434.2,1004.4
1339.5,841.1,993.3,4406.5,1975.9,3673.3,531.4,1653.7,854.5,1380.0,2238.5,3410.7,1971.3,571.9,3137.1,662.6,2434.2,1004.4
1339.5,841.1,993.3,4406.5,1975.9,3673.3,531.4,1653.7,854.5,1380.0,2238.5,3410.7,1971.3,571.9,3092.3,662.6,2434.2,1004.4
1297.2,769.7,905.9,4295.0,1791.0,3585.2,1238.0,1596.7,782.4,1321.6,2149.6,3300.7,1784.2,525.9,3020.6,610.3,2353.6,2893.8
1297.2,769.7,905.9,4295.0,1791.0,3585.2,1238.0,659.7,782.4,1321.6,2149.6,3300.7,1784.2,525.9,3020.6,610.3,2353.6,2893.8
1297.2,769.7,905.9,4295.0,1791.0,3585.2,1238.0,659.7,782.4,1321.6,2149.6,3300.7,1784.2,525.9,3020.6,610.3,2353.6,2893.8
