Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1145370,-,-,-,38.89,-77.02,-5,22,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2015,1,1,0,30,0,0,0,-6.300000000000001,-3,1021,77.78,263,2.5,0.15
2015,1,1,1,30,0,0,0,-6.4,-3.2,1021,78.64,254,2.5,0.15
2015,1,1,2,30,0,0,0,-6.4,-3.2,1021,78.26,245,2.7,0.15
2015,1,1,3,30,0,0,0,-6.300000000000001,-3.3000000000000003,1021,79.43,240,2.7,0.15
2015,1,1,4,30,0,0,0,-6.2,-3.4000000000000004,1021,81.03,237,2.6,0.15
2015,1,1,5,30,0,0,0,-6,-3.4000000000000004,1021,81.89,232,2.8000000000000003,0.15
2015,1,1,6,30,0,0,0,-6,-3.3000000000000003,1021,81.89,229,3,0.15
2015,1,1,7,30,0,0,0,-5.9,-2.5,1021,77.61,226,3.4000000000000004,0.15
2015,1,1,8,30,656,38,145,-5.800000000000001,-0.5,1021,67.48,225,3.9000000000000004,0.15
2015,1,1,9,30,830,52,303,-6.300000000000001,1.7000000000000002,1021,55.54,228,4.4,0.15
2015,1,1,10,30,908,60,426,-7.2,3.2,1020,46.42,232,4.800000000000001,0.15
2015,1,1,11,30,547,139,391,-7,4.1000000000000005,1019,44.34,234,4.800000000000001,0.15
2015,1,1,12,30,466,162,381,-6.4,4.7,1017,44.33,235,4.6000000000000005,0.15
2015,1,1,13,30,919,60,456,-5.800000000000001,5.1000000000000005,1016,45.19,234,4.3,0.15
2015,1,1,14,30,522,98,278,-5,4.6000000000000005,1016,49.71,231,3.5,0.15
2015,1,1,15,30,502,57,168,-3.3000000000000003,2.8000000000000003,1015,64.34,224,2.6,0.15
2015,1,1,16,30,411,21,49,-3.1,0.9,1015,74.45,221,2.6,0.15
2015,1,1,17,30,0,0,0,-3.5,0.5,1016,74.72,224,3,0.15
2015,1,1,18,30,0,0,0,-2.9000000000000004,0.5,1016,77.72,227,3.2,0.15
2015,1,1,19,30,0,0,0,-2.5,0.1,1016,82.39,236,3.1,0.16
2015,1,1,20,30,0,0,0,-2.3000000000000003,-0.30000000000000004,1016,86.4,242,2.9000000000000004,0.16
2015,1,1,21,30,0,0,0,-2.2,-0.5,1017,88.52,247,2.7,0.16
2015,1,1,22,30,0,0,0,-2.1,-0.4,1017,88.59,252,2.5,0.16
2015,1,1,23,30,0,0,0,-2,-0.30000000000000004,1017,88.51,255,2.2,0.16
2015,1,2,0,30,0,0,0,-1.9000000000000001,-0.2,1017,88.29,257,2.1,0.16
2015,1,2,1,30,0,0,0,-1.9000000000000001,-0.2,1018,88,257,2.1,0.16
2015,1,2,2,30,0,0,0,-2,-0.30000000000000004,1018,88.18,257,2.1,0.16
2015,1,2,3,30,0,0,0,-2.3000000000000003,-0.6000000000000001,1019,88.39,258,2.2,0.16
2015,1,2,4,30,0,0,0,-2.4000000000000004,-0.7000000000000001,1019,87.95,263,2.2,0.16
2015,1,2,5,30,0,0,0,-2.7,-0.8,1020,87.02,271,2.2,0.16
2015,1,2,6,30,0,0,0,-2.9000000000000004,-0.9,1021,86.34,279,2,0.16
2015,1,2,7,30,0,0,0,-2.9000000000000004,0.30000000000000004,1022,78.93,285,2.2,0.16
2015,1,2,8,30,142,60,83,-1.9000000000000001,2.3000000000000003,1023,73.75,291,2.6,0.16
2015,1,2,9,30,362,103,212,-1.7000000000000002,3.7,1024,67.81,293,2.7,0.16
2015,1,2,10,30,438,137,313,-1.6,4.9,1024,62.97,291,2.9000000000000004,0.16
2015,1,2,11,30,438,164,365,-2,5.7,1023,57.57,285,3,0.16
2015,1,2,12,30,336,188,346,-2.1,6.2,1023,55.49,279,3,0.16
2015,1,2,13,30,18,162,170,-1.9000000000000001,6.300000000000001,1023,55.83,278,2.7,0.16
2015,1,2,14,30,321,129,241,-1.2000000000000002,5.7,1024,61.15,278,1.8,0.16
2015,1,2,15,30,112,86,111,0.6000000000000001,4,1024,78.44,275,1.3,0.16
2015,1,2,16,30,63,25,29,-1.4000000000000001,2.7,1025,74.5,274,1.3,0.16
2015,1,2,17,30,0,0,0,-2.6,2.7,1026,68.16,271,1.2000000000000002,0.16
2015,1,2,18,30,0,0,0,-2.4000000000000004,2.8000000000000003,1026,68.73,267,1.1,0.16
2015,1,2,19,30,0,0,0,-2.5,2.6,1027,68.94,267,1.1,0.16
2015,1,2,20,30,0,0,0,-3,2.5,1027,66.86,289,1,0.16
2015,1,2,21,30,0,0,0,-3.3000000000000003,2.1,1027,67.65,329,1.1,0.16
2015,1,2,22,30,0,0,0,-3.3000000000000003,1.1,1027,72.31,186,1.3,0.16
2015,1,2,23,30,0,0,0,-3.2,0.1,1027,78.74,29,1.4000000000000001,0.16
2015,1,3,0,30,0,0,0,-2.9000000000000004,-0.4,1027,82.97,47,1.5,0.16
2015,1,3,1,30,0,0,0,-2.5,-0.30000000000000004,1028,85.14,63,1.7000000000000002,0.16
2015,1,3,2,30,0,0,0,-2,-0.2,1028,87.8,75,1.7000000000000002,0.16
2015,1,3,3,30,0,0,0,-1.7000000000000002,-0.1,1028,89.28,84,1.7000000000000002,0.16
2015,1,3,4,30,0,0,0,-1.3,0.2,1028,89.5,88,1.9000000000000001,0.16
2015,1,3,5,30,0,0,0,-0.9,0.6000000000000001,1029,89.62,92,2,0.16
2015,1,3,6,30,0,0,0,-0.5,0.8,1029,90.83,98,2.2,0.16
2015,1,3,7,30,0,0,0,-0.2,1.3,1029,89.59,104,2.4000000000000004,0.16
2015,1,3,8,30,0,30,30,0.4,2,1030,88.87,108,2.6,0.16
2015,1,3,9,30,0,41,41,0.9,2.6,1030,88.51,109,2.7,0.16
2015,1,3,10,30,0,94,94,1.3,3,1029,88.38,110,3,0.16
2015,1,3,11,30,0,33,33,1.6,3.4000000000000004,1027,88.05,112,3.1,0.16
