514.6,81.4,917.3,1128.0,136.7,1021.0,519.8,672.7,796.2,632.1,980.1,1165.3,136.3,533.9,737.2
514.6,81.4,917.3,1128.0,136.7,1021.0,519.8,672.7,796.2,632.1,980.1,1165.3,136.3,533.9,737.2
514.6,81.4,917.3,1128.0,136.7,1021.0,519.8,672.7,796.2,632.1,980.1,1165.3,136.3,533.9,737.2
514.6,81.4,917.3,1128.0,136.7,1021.0,519.8,672.7,796.2,632.1,980.1,1165.3,136.3,533.9,737.2
488.2,69.3,877.7,1080.9,118.7,974.5,91.0,641.5,760.9,599.8,933.9,127.5,120.2,504.3,705.3
488.2,69.3,877.7,1080.9,118.7,974.5,91.0,641.5,760.9,599.8,933.9,127.5,120.2,504.3,705.3
488.2,69.3,877.7,1080.9,118.7,974.5,91.0,641.5,760.9,599.8,933.9,127.5,120.2,504.3,705.3
488.2,69.3,877.7,1080.9,118.7,974.5,91.0,641.5,760.9,599.8,933.9,127.5,120.2,504.3,705.3
521.3,60.1,953.9,1178.1,104.8,1045.5,76.9,688.5,822.7,646.1,1005.0,118.7,107.7,540.3,769.7
521.3,60.1,953.9,1178.1,104.8,1045.5,76.9,688.5,822.7,646.1,1005.0,118.7,107.7,540.3,769.7
521.3,60.1,953.9,1178.1,104.8,1045.5,76.9,688.5,822.7,646.1,1005.0,118.7,107.7,540.3,769.7
521.3,60.1,953.9,1178.1,104.8,1045.5,76.9,688.5,822.7,646.1,1005.0,118.7,107.7,540.3,769.7
517.6,56.4,950.4,1174.5,99.3,1039.9,71.2,684.7,819.1,642.0,999.5,115.2,102.7,536.0,767.2
517.6,56.4,950.4,1174.5,99.3,1039.9,71.2,684.7,819.1,642.0,999.5,115.2,102.7,536.0,767.2
517.6,56.4,950.4,1174.5,99.3,1039.9,71.2,684.7,819.1,642.0,999.5,115.2,102.7,536.0,767.2
517.6,56.4,950.4,1174.5,99.3,1039.9,71.2,684.7,819.1,642.0,999.5,115.2,102.7,536.0,767.2
529.9,54.5,977.0,1208.1,96.5,1065.4,68.4,701.7,840.9,658.8,1025.1,113.5,100.2,549.4,789.5
529.9,54.5,977.0,1208.1,96.5,1065.4,68.4,701.7,840.9,658.8,1025.1,113.5,100.2,549.4,789.5
