0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
629.7,846.7,858.3,880.2,944.9
629.7,846.7,858.3,880.2,944.9
629.7,846.7,858.3,880.2,944.9
629.7,846.7,858.3,880.2,944.9
586.9,967.9,3218.2,1405.0,2247.2
586.9,967.9,3218.2,1405.0,2247.2
586.9,967.9,3218.2,1405.0,2247.2
586.9,967.9,3218.2,1405.0,2247.2
532.0,1000.3,1585.7,1154.3,1329.5
532.0,1000.3,1585.7,1154.3,1329.5
532.0,1000.3,1585.7,1154.3,1329.5
532.0,727.0,823.0,743.8,776.0
132.1,132.1,132.1,132.1,132.1
132.1,132.1,132.1,132.1,132.1
132.1,132.1,132.1,132.1,132.1
132.1,132.1,132.1,132.1,132.1
132.0,132.0,132.0,132.0,132.0
132.0,132.0,132.0,132.0,132.0
132.0,132.0,132.0,132.0,132.0
132.0,132.0,132.0,132.0,132.0
108.3,108.3,108.3,108.3,108.3
108.3,108.3,108.3,108.3,108.3
108.3,108.3,108.3,108.3,108.3
108.3,108.3,108.3,108.3,108.3
72.4,72.4,72.4,72.4,72.4
72.4,72.4,72.4,72.4,72.4
72.4,72.4,72.4,72.4,72.4
72.4,72.4,72.4,72.4,72.4
24.2,24.2,24.2,24.2,24.2
24.2,24.2,24.2,24.2,24.2
24.2,24.2,24.2,24.2,24.2
24.2,24.2,24.2,24.2,24.2
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
