500.1,501.5,502.3,503.7,507.1,502.4,479.5,500.9,501.7,500.8
500.1,501.5,502.3,503.7,507.1,502.4,479.5,500.9,501.7,500.8
500.1,501.5,502.3,503.7,507.1,502.4,479.5,500.9,501.7,500.8
500.1,501.5,502.3,503.7,507.1,502.4,479.5,500.9,501.7,500.8
481.2,83.8,682.7,790.1,79.6,688.1,454.6,563.1,626.2,550.6
481.2,83.8,682.7,790.1,79.6,688.1,454.6,563.1,626.2,550.6
481.2,83.8,682.7,790.1,79.6,688.1,454.6,563.1,626.2,550.6
481.2,83.8,682.7,790.1,79.6,688.1,454.6,563.1,626.2,550.6
504.5,72.9,672.7,763.8,72.8,678.5,488.7,568.4,620.9,556.9
504.5,72.9,672.7,763.8,72.8,678.5,488.7,568.4,620.9,556.9
504.5,72.9,672.7,763.8,72.8,678.5,488.7,568.4,620.9,556.9
503.3,72.9,669.4,759.5,72.8,675.1,488.7,566.4,618.2,555.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
