476.3,158.8,914.2,1119.4,156.1,930.0,484.2,635.9,771.4,629.2,953.4,1182.5,116.5,534.9,757.7,625.9,896.4,933.1,909.0,1189.4,149.6,100.1
476.3,158.8,914.2,1119.4,156.1,930.0,484.2,635.9,771.4,629.2,953.4,1182.5,116.5,534.9,757.7,625.9,896.4,933.1,909.0,1189.4,149.6,100.1
476.3,158.8,914.2,1119.4,156.1,930.0,484.2,635.9,771.4,629.2,953.4,1182.5,116.5,534.9,757.7,625.9,896.4,933.1,909.0,1189.4,149.6,100.1
476.3,158.8,914.2,1119.4,156.1,930.0,484.2,635.9,771.4,629.2,953.4,1182.5,116.5,534.9,757.7,625.9,896.4,933.1,909.0,1189.4,149.6,100.1
451.8,140.6,869.2,1076.2,138.8,886.4,61.0,601.8,738.4,598.9,910.1,137.3,103.9,508.3,724.2,597.3,851.7,102.1,873.3,1137.9,134.5,85.5
451.8,140.6,869.2,1076.2,138.8,886.4,61.0,601.8,738.4,598.9,910.1,137.3,103.9,508.3,724.2,597.3,851.7,102.1,873.3,1137.9,134.5,85.5
451.8,140.6,869.2,1076.2,138.8,886.4,61.0,601.8,738.4,598.9,910.1,137.3,103.9,508.3,724.2,597.3,851.7,102.1,873.3,1137.9,134.5,85.5
451.8,140.6,869.2,1076.2,138.8,886.4,61.0,601.8,738.4,598.9,910.1,137.3,103.9,508.3,724.2,597.3,851.7,102.1,873.3,1137.9,134.5,85.5
486.3,126.6,941.3,1176.3,125.5,959.6,51.3,646.7,802.0,646.7,983.5,122.7,94.2,546.5,787.3,641.9,915.2,94.5,952.6,1231.7,122.8,74.3
486.3,126.6,941.3,1176.3,125.5,959.6,51.3,646.7,802.0,646.7,983.5,122.7,94.2,546.5,787.3,641.9,915.2,94.5,952.6,1231.7,122.8,74.3
486.3,126.6,941.3,1176.3,125.5,959.6,51.3,646.7,802.0,646.7,983.5,122.7,94.2,546.5,787.3,641.9,915.2,94.5,952.6,1231.7,122.8,74.3
486.3,126.6,941.3,1176.3,125.5,959.6,51.3,646.7,802.0,646.7,983.5,122.7,94.2,546.5,787.3,641.9,915.2,94.5,952.6,1231.7,122.8,74.3
483.1,121.0,936.2,1173.8,120.1,954.9,47.4,642.0,799.2,643.2,978.8,116.9,90.4,543.1,784.3,638.6,909.4,91.4,950.3,1226.8,118.2,69.9
483.1,121.0,936.2,1173.8,120.1,954.9,47.4,642.0,799.2,643.2,978.8,116.9,90.4,543.1,784.3,638.6,909.4,91.4,950.3,1226.8,118.2,69.9
483.1,121.0,936.2,1173.8,120.1,954.9,47.4,642.0,799.2,643.2,978.8,116.9,90.4,543.1,784.3,638.6,909.4,91.4,950.3,1226.8,118.2,69.9
483.1,121.0,936.2,1173.8,120.1,954.9,47.4,642.0,799.2,643.2,978.8,116.9,90.4,543.1,784.3,638.6,909.4,91.4,950.3,1226.8,118.2,69.9
495.7,118.2,961.9,1208.0,117.5,980.8,45.5,658.5,821.3,660.3,1004.8,114.0,88.4,557.0,806.3,654.6,932.5,89.9,977.5,1259.7,115.8,67.6
495.7,118.2,961.9,1208.0,117.5,980.8,45.5,658.5,821.3,660.3,1004.8,114.0,88.4,557.0,806.3,654.6,932.5,89.9,977.5,1259.7,115.8,67.6
495.7,118.2,961.9,1208.0,117.5,980.8,45.5,658.5,821.3,660.3,1004.8,114.0,88.4,557.0,806.3,654.6,932.5,89.9,977.5,1259.7,115.8,67.6
495.7,118.2,961.9,1208.0,117.5,980.8,45.5,658.5,821.3,660.3,1004.8,114.0,88.4,557.0,806.3,654.6,932.5,89.9,977.5,1259.7,115.8,67.6
579.9,116.8,1130.5,1419.7,116.1,1149.5,44.5,770.6,962.2,772.7,1173.5,112.5,87.5,649.6,947.1,759.9,1086.8,89.1,1146.8,1470.8,114.7,66.5
